award_id,award_amount,total_outlays,start_date,end_date,naics_code,naics_description,psc_code,psc_description,description,fiscal_year,fiscal_quarter,record_hash,internal_id,generated_internal_id,agency_id,recipient_id
W91ZLK24F0001,72087.37,0.0,2023-10-10,2025-04-09,,,,,LOGISTICS SERVICES AND SUPPORT/REPAIR SERVICES,2024,1,05ebe3292f1cf5d1,350572057,CONT_AWD_W91ZLK24F0001_9700_W91ZLK19D0001_9700,1,259
W91ZLK24C0004,261690.6,0.0,2024-07-01,2025-06-30,,,,,MAIL ROOM STAFFING SUPPORT SERVICES,2024,4,3f5f00b44b6a19b3,350572056,CONT_AWD_W91ZLK24C0004_9700_-NONE-_-NONE-,1,260
W91ZLK24C0003,3096617.0,0.0,2024-06-13,2028-06-13,,,,,STANDARDS & SPECIFICATIONS SUBSCRIPTION,2024,3,23c66eaaf494b3ff,350572055,CONT_AWD_W91ZLK24C0003_9700_-NONE-_-NONE-,1,261
W91ZLK23P0100,28698.0,0.0,2023-09-29,2026-09-28,,,,,PHOTOMETERS & TDA-100 TESTERS PM SERVICE,2023,4,043f6d3622f9ac56,350572042,CONT_AWD_W91ZLK23P0100_9700_-NONE-_-NONE-,1,262
W91ZLK23P0097,303138.0,0.0,2023-09-28,2024-05-06,,,,,TSMP SENSORS AND INSTALL,2023,4,46ca2e8fc691efd8,350572039,CONT_AWD_W91ZLK23P0097_9700_-NONE-_-NONE-,1,263
W91ZLK23P0096,3570164.25,249673.68,2023-09-25,2026-03-24,,,,,ACC-APG & DES SUPPORT SERVICES,2023,4,da5b8cc24328d738,350572038,CONT_AWD_W91ZLK23P0096_9700_-NONE-_-NONE-,1,264
W91ZLK23P0089,83605.26,0.0,2023-09-26,2025-09-25,,,,,BASE YEAR DI WATER SYS,2023,4,cbb327f87735969c,350572033,CONT_AWD_W91ZLK23P0089_9700_-NONE-_-NONE-,1,265
W91ZLK23P0087,22486.87,0.0,2023-09-28,2023-09-28,,,,,CYBERREGS SUBSCRIPTION - 30 USERS,2023,4,edd169795174da52,350572032,CONT_AWD_W91ZLK23P0087_9700_-NONE-_-NONE-,1,266
W91ZLK23P0086,496485.0,0.0,2023-09-28,2026-08-29,,,,,PURCHASE OF RAPTOR SCIENTIFIC MODEL KSR330-60 EQUIPMENT,2023,4,822751e5091ab4fa,350572031,CONT_AWD_W91ZLK23P0086_9700_-NONE-_-NONE-,1,267
W91ZLK23P0085,1054101.92,0.0,2023-09-28,2026-09-27,,,,,"CALIBRATION, MAINTENANCE AND UPGRADES ON METASYS BUILDING AUTOMATION SYSTEM",2023,4,ccad5eeb0d77afc5,350572030,CONT_AWD_W91ZLK23P0085_9700_-NONE-_-NONE-,1,263
W91ZLK23P0074,40092.0,0.0,2023-09-22,2026-09-21,,,,,BASE YEAR GOLD PM MAINT & SERVICE,2023,4,ebf73582cc9a325f,350572021,CONT_AWD_W91ZLK23P0074_9700_-NONE-_-NONE-,1,268
W91ZLK23P0073,24550.0,0.0,2023-09-20,2024-09-19,,,,,ADOBE STOCK ENTERPRISE SW.,2023,4,ab6688f1ef66f080,350572020,CONT_AWD_W91ZLK23P0073_9700_-NONE-_-NONE-,1,269
W91ZLK23P0071,45857.0,0.0,2023-09-11,2026-09-10,,,,,WATER TREATMENT SERVICES BASE YEAR,2023,4,e4a4b90134f9ff3c,350572018,CONT_AWD_W91ZLK23P0071_9700_-NONE-_-NONE-,1,270
W91ZLK23P0065,49118.0,0.0,2023-09-29,2024-09-28,,,,,"THIS CONTRACT WILL INCLUDE ONE FIRMWARE UPDATE AND OR BATTERY REPLACEMENT PER PIECE OF EQUIPMENT, AND REPAIR OF EQUIPMENT AS NEEDED TO RESTORE TO FULL FUNCTIONALITY.",2023,4,30cebc558f42d477,350572014,CONT_AWD_W91ZLK23P0065_9700_-NONE-_-NONE-,1,271
W91ZLK23P0064,4005.0,4005.0,2023-09-19,2024-09-18,,,,,THE OBJECTIVE OF THIS CONTRACT IS FOR MAINTENANCE OF THE DEENA II LABORATORY INSTRUMENT SUPPORT THE MISSION OF THE SPECIALTY CHEMISTRY LAB IN THE LAB SCIENCES DIRECTORATE.,2023,4,4401e3c4d53cbbd5,350572013,CONT_AWD_W91ZLK23P0064_9700_-NONE-_-NONE-,1,272
W91ZLK23P0063,67620.96,0.0,2023-08-14,2026-09-25,,,,,EQUIPMENT MAINTENANCE ON XYLEM LAB PRODUCTS,2023,4,c04407c708ed8bab,350572012,CONT_AWD_W91ZLK23P0063_9700_-NONE-_-NONE-,1,273
W91ZLK23P0061,42765.0,0.0,2023-08-09,2025-06-30,,,,,8236W ACOUSTIC TARGET MICROPHONE,2023,4,aa5709aaeb7c2594,350572010,CONT_AWD_W91ZLK23P0061_9700_-NONE-_-NONE-,1,274
W91ZLK23P0058,153572.0,,2023-07-31,2023-08-30,,,,,SOREX MEAL SERVICES: PROVIDE BREAKFAST AND DINNER FOR FIELD EXERCISE IN THE MONTH OF AUGUST.,2023,4,b5c9011dac484eca,350572007,CONT_AWD_W91ZLK23P0058_9700_-NONE-_-NONE-,1,275
W91ZLK23P0057,213576.93,0.0,2023-07-24,2025-09-23,,,,,"THE REQUIREMENT IS FOR THE PURCHASE OF 134 FLANDERS ALPHA 2000 HEPA FILTERS FOR THE BASE, 130 FLANDERS ALPHA 2000, HEPA FILTERS FOR OPTION YEAR ONE ORDERING PERIOD, AND 127 FLANDERS ALPHA 2000, HEPA FILTERS FOR OPTION YEAR 2 ORDERING PERIOD.",2023,4,22b8a7f2bcb0939c,350572006,CONT_AWD_W91ZLK23P0057_9700_-NONE-_-NONE-,1,276
W91ZLK23P0052,295025.0,0.0,2023-07-26,2025-07-25,,,,,THIS IS A NON-PERSONAL SERVICES CONTRACT TO PROVIDE PREVENTIVE AND CORRECTIVE MAINTENANCE SERVICES ON GOVERNMENT OWNED MACHINING AND WELDING EQUIPMENT.,2023,4,6d449685559e53de,350572001,CONT_AWD_W91ZLK23P0052_9700_-NONE-_-NONE-,1,277
W91ZLK23P0051,108612.0,0.0,2023-09-21,2024-09-20,,,,,DU SIFTING SYSTEM: ALLOWANCE FOR DETERIO,2023,4,41412d406af223ac,350572000,CONT_AWD_W91ZLK23P0051_9700_-NONE-_-NONE-,1,172
W91ZLK23P0045,112144.0,0.0,2023-06-12,2026-07-26,,,,,"THIS CONTRACT IS FOR SERVICES TO PERFORM INSPECTIONS, PREVENTATIVE MAINTENANCE, AND EMERGENCY REPAIRS ON SECURITY GATES WITH COMPONENTS FOR ABERDEEN TEST CENTER",2023,3,2436633e24a0e3de,350571994,CONT_AWD_W91ZLK23P0045_9700_-NONE-_-NONE-,1,278
W91ZLK23P0044,153344.0,10795.31,2023-06-05,2026-06-04,,,,,"PETROLEUM OIL AND LUBRICANT, UNDERGROUND STORAGE TANK, ABOVEGROUND STORAGE TANK AND OIL-WATER SEPERATORS COMPLIANCE TESTING, MAINTENANCE AND REPAIR.",2023,3,b9761e607e283d0b,350571993,CONT_AWD_W91ZLK23P0044_9700_-NONE-_-NONE-,1,279
W91ZLK23P0040,96000.0,0.0,2023-06-06,2026-06-05,,,,,CALIBRATION AND PREVENTATIVE MAINTENANCE FOR NON-DESTRUCTIVE TEST EQUIPMENT.,2023,3,5062d4380a4dc500,350571989,CONT_AWD_W91ZLK23P0040_9700_-NONE-_-NONE-,1,280
W91ZLK23P0036,228478.0,0.0,2023-08-01,2025-07-30,,,,,THE OBJECTIVE OF THIS CONTRACT IS TO PROVIDE SOFTWARE MAINTENANCE AND REPAIR ON A PROPRIETARY DATABASE UTILIZED TO ELECTRONICALLY CAPTURE SAMPLE AND CUSTOMER INFORMATION AND ANALYTICAL RESULTS.,2023,4,70f97b043d1f9c77,350571985,CONT_AWD_W91ZLK23P0036_9700_-NONE-_-NONE-,1,281
W91ZLK23P0035,1088620.0,,2023-03-30,2024-09-30,,,,,PUCHASE OF 75 (EA) MAKERGEAR ULTRA ONE 3D PRINTERS AND ONE OPTION TO BUY ADDITIONAL 25 (EA) MAKERGEAR ULTRA ONE 3D PRINTERS,2023,2,a37086db8cd37f53,350571984,CONT_AWD_W91ZLK23P0035_9700_-NONE-_-NONE-,1,282
W91ZLK23P0034,1530000.0,0.0,2023-04-05,2026-04-04,,,,,US ARMY AFC COMMAND PARKING SERVICE AUSTIN TX,2023,3,d0828a319612f67b,350571983,CONT_AWD_W91ZLK23P0034_9700_-NONE-_-NONE-,1,283
W91ZLK23P0032,375000.0,0.0,2023-04-14,2026-04-13,,,,,BASE YEAR,2023,3,0830c0dc7e00f5ef,350571981,CONT_AWD_W91ZLK23P0032_9700_-NONE-_-NONE-,1,284
W91ZLK23P0030,28700.0,0.0,2023-03-20,2026-03-19,,,,,THIS CONTRACT IS FOR THE PREVENTATIVE MAINTENANCE AND REPAIR OF RACK AND TUNNEL WASHERS.,2023,2,e4093cc27642cccb,350571979,CONT_AWD_W91ZLK23P0030_9700_-NONE-_-NONE-,1,285
W91ZLK23P0029,55956.0,0.0,2023-05-01,2026-04-30,,,,,PLAN FOR IS50 RAMAN MODULE,2023,3,0af130a289b16a3b,350571978,CONT_AWD_W91ZLK23P0029_9700_-NONE-_-NONE-,1,248
W91ZLK23P0025,19926.54,0.0,2023-03-09,2026-03-08,,,,,BASE YEAR  PEAK SCIENCTIFIC,2023,2,5cd37de6104667d2,350571975,CONT_AWD_W91ZLK23P0025_9700_-NONE-_-NONE-,1,286
W91ZLK23P0019,72315.0,0.0,2023-02-17,2026-02-16,,,,,BASE YEAR,2023,2,ff0a87d42bce91fd,350571971,CONT_AWD_W91ZLK23P0019_9700_-NONE-_-NONE-,1,159
W91ZLK23P0015,139534.0,0.0,2023-01-01,2025-12-31,,,,,"MAINTENANCE, REPAIR, CALIBRATION OF FARO QUANTUM S ARMS, FARO HD LAZORS, FARO 8TH AXIS AND FARO GAGE ARM.",2023,2,42399d1496e7fbb4,350571968,CONT_AWD_W91ZLK23P0015_9700_-NONE-_-NONE-,1,287
W91ZLK23P0011,3313862.01,0.0,2022-12-17,2025-12-16,,,,,CECOM/C5ISR LOBBY SUPPORT BASE YEAR,2023,1,dbfb360e31755df8,350571964,CONT_AWD_W91ZLK23P0011_9700_-NONE-_-NONE-,1,288
W91ZLK23P0004,89701.52,0.0,2022-11-01,2025-10-31,,,,,THE PURPOSE OF THIS EFFORT IS TO PROVIDE CALIBRATION SERVICES TO A VARIETY OF TEST EQUIPMENT USED FOR TESTING IN THE ELECTROMAGNETIC ENVIRONMENT EFFECTS (E3) BRANCH OF ARMY TEST CENTER (ATC),2023,1,36da6e79ad0ac5c2,350571958,CONT_AWD_W91ZLK23P0004_9700_-NONE-_-NONE-,1,289
W91ZLK23P0003,84605.0,0.0,2022-11-08,2025-11-07,,,,,"THE VENDOR SHALL PROVIDE CALIBRATION SERVICES, PREVENTIVE MAINTENANCE AND REPAIR OF THE EMI FACILITIES ROHDE & SCHWARZ TEST EQUIPMENT.",2023,1,448581f505ff4810,350571957,CONT_AWD_W91ZLK23P0003_9700_-NONE-_-NONE-,1,290
W91ZLK23F0244,327520.99,0.0,2023-09-27,2024-11-30,,,,,MOVES & FACILITY MAINT/REPAIR SERVICES,2023,4,0d13747194d8af35,350571888,CONT_AWD_W91ZLK23F0244_9700_W91ZLK19D0001_9700,1,259
W91ZLK23F0236,995816.16,0.0,2023-09-27,2023-11-26,,,,,I5 DELL LATITUDE 5540 BASE,2023,4,59fc3a4859f2a9cb,350571885,CONT_AWD_W91ZLK23F0236_9700_W52P1J16D0016_9700,1,61
W91ZLK23F0231,34178.4,0.0,2023-08-28,2025-09-27,,,,,PREVENTATIVE MAINTENANCE & REPAIR FOR GCMS TRIPLE QUAD SYSTEM,2023,4,ffc4452fd59a7483,350571882,CONT_AWD_W91ZLK23F0231_9700_W91ZLK19D0006_9700,1,228
W91ZLK23F0229,128380.8,0.0,2023-09-25,2025-09-24,,,,,PREVENTATIVE MAINTENANCE & REPAIR OF NMR 300 & 400,2023,4,298fc1fbbf0595ce,350571880,CONT_AWD_W91ZLK23F0229_9700_W91ZLK19D0006_9700,1,228
W91ZLK23F0203,98538.6,0.0,2023-09-01,2026-08-31,,,,,"THE US ARMY ABERDEEN TEST CENTER (ATC) REQUIRES THE PURCHASE OF SOLIDWORKS COMPUTER AIDED DESIGN (CAD) SOFTWARE LICENSES, WITH FINITE ELEMENT ANALYSIS (FEA) SIMULATION PACKAGES INCLUDED IN THE SOFTWARE SUITE.",2023,4,43341f43811a91d7,350571862,CONT_AWD_W91ZLK23F0203_9700_N6600121A0029_9700,1,250
W91ZLK23F0202,1021824.56,275840.72,2023-09-29,2024-07-28,,,,,THIS TASK ORDER IS FOR SERVER ADMIN AND DATABASE ADMIN SUPPORT,2023,4,c5ba906cb6945138,350571861,CONT_AWD_W91ZLK23F0202_9700_W91ZLK23D0002_9700,1,237
W91ZLK23F0201,340092.85,0.0,2023-10-01,2026-10-01,,,,,PURCHASE OF EXAGRID RENEWAL MAINTENANCE WITH 2 OPTION YEARS.,2024,1,2c6454a8b59a8101,350571860,CONT_AWD_W91ZLK23F0201_9700_W52P1J20D0049_9700,1,226
W91ZLK23F0197,79624.8,0.0,2023-10-01,2024-04-30,,,,,WIRELESS SERVICES,2024,1,945982df77d63d4a,350571856,CONT_AWD_W91ZLK23F0197_9700_N0024418D0001_9700,1,243
W91ZLK23F0196,28229.76,0.0,2023-10-01,2024-04-30,,,,,WIRELESS SERVICES,2024,1,b5b0b4cb9d33086e,350571855,CONT_AWD_W91ZLK23F0196_9700_N0024418D0001_9700,1,243
W91ZLK23F0195,103967.12,0.0,2023-10-01,2024-04-30,,,,,WIRELESS SERVICES,2024,1,69a62cf4be2a434c,350571854,CONT_AWD_W91ZLK23F0195_9700_N0024418D0001_9700,1,243
W91ZLK23F0192,135418.44,0.0,2023-08-25,2026-08-24,,,,,VTC MAINTENANCE SUPPORT SERVICES,2023,4,5c63a4d2272da591,350571851,CONT_AWD_W91ZLK23F0192_9700_W52P1J18DA058_9700,1,291
W91ZLK23F0191,93276.48,0.0,2023-08-22,2025-11-14,,,,,16 XEROX C8130 + MAINTENANCE,2023,4,530f400a7fd0a58d,350571850,CONT_AWD_W91ZLK23F0191_9700_W52P1J16D0019_9700,1,222
W91ZLK23F0188,14803.1,0.0,2023-09-30,2024-04-30,,,,,WIRELESS SERVICES,2023,4,dec533bb390fd780,350571849,CONT_AWD_W91ZLK23F0188_9700_N0024418D0001_9700,1,243
W91ZLK23F0186,154420.8,0.0,2023-09-21,2024-07-20,,,,,20TH CBRN - NETWORK ENGINEER TASK ORDER,2023,4,9c0310620e4bf336,350571847,CONT_AWD_W91ZLK23F0186_9700_W91ZLK23D0002_9700,1,237
W91ZLK23F0185,3965714.51,0.0,2023-08-25,2024-06-24,,,,,THIS TASK ORDER IS FOR APG DESKTOP/LIFECYCLE/MOBILE/ VTC/SP/WEB,2023,4,b945f9ebb3c7137e,350571846,CONT_AWD_W91ZLK23F0185_9700_W91ZLK23D0002_9700,1,237
W91ZLK23F0182,64231.43,0.0,2023-08-09,2023-10-31,,,,,"CATALYST 9300 48-PORT DATA ONLY, NETWORK",2023,4,f03c393b27894cef,350571843,CONT_AWD_W91ZLK23F0182_9700_W52P1J16D0009_9700,1,214
W91ZLK23F0181,381410.64,0.0,2023-09-26,2024-07-25,,,,,TASK ORDER FOR FT HUACHUCA DESKTOP SUPPORT,2023,4,0e010f54e8deae1a,350571842,CONT_AWD_W91ZLK23F0181_9700_W91ZLK23D0002_9700,1,237
W91ZLK23F0180,27468.51,0.0,2023-09-01,2024-04-30,,,,,WIRELESS SERVICES,2023,4,8962706ef1270f8e,350571841,CONT_AWD_W91ZLK23F0180_9700_N0024418D0001_9700,1,243
W91ZLK23F0176,44252.62,0.0,2023-09-29,2024-04-30,,,,,VERIZON WIRELESS SERVICES BASE ONLY,2023,4,223f0a98f9d24a97,350571837,CONT_AWD_W91ZLK23F0176_9700_N0024418D0003_9700,1,6
W91ZLK23F0168,27948.72,,2023-07-25,2023-09-29,,,,,CONFERENCE ROOM MATERIAL,2023,4,db71fc0f39975d00,350571834,CONT_AWD_W91ZLK23F0168_9700_GS28F0011U_4730,1,126
W91ZLK23F0156,127438.44,0.0,2023-08-01,2024-04-30,,,,,WIRELESS SERVICES,2023,4,0667f153a4d29bc2,350571828,CONT_AWD_W91ZLK23F0156_9700_N0024418D0003_9700,1,6
W91ZLK23F0155,54204.77,0.0,2023-08-30,2024-04-30,,,,,VERIZON WIRELESS SERVICES,2023,4,7a42576873d04855,350571827,CONT_AWD_W91ZLK23F0155_9700_N0024418D0003_9700,1,6
W91ZLK23F0153,107187.6,0.0,2023-08-31,2024-04-30,,,,,WIRELESS SERVICES,2023,4,94bed76acb3c947a,350571826,CONT_AWD_W91ZLK23F0153_9700_N0024418D0003_9700,1,6
W91ZLK23F0152,300449.76,0.0,2023-10-31,2024-04-30,,,,,VERIZON WIRELESS SERVICES,2024,1,71a4f8a26d49e1f7,350571825,CONT_AWD_W91ZLK23F0152_9700_N0024418D0003_9700,1,6
W91ZLK23F0149,42705.25,0.0,2023-09-01,2024-04-30,,,,,ATT WIRELESS SERVICES,2023,4,2785bfb53942c4dd,350571822,CONT_AWD_W91ZLK23F0149_9700_N0024418D0001_9700,1,243
W91ZLK23F0147,19978.99,0.0,2023-07-21,2024-05-30,,,,,WIRELESS SERVICES,2023,4,fd2237fa09fb24fa,350571820,CONT_AWD_W91ZLK23F0147_9700_N0024418D0001_9700,1,243
W91ZLK23F0146,130437.04,0.0,2023-09-01,2024-04-30,,,,,ATT 12-MONTH WIRELESS SERVICES,2023,4,6b0d80bf2d04a1b2,350571819,CONT_AWD_W91ZLK23F0146_9700_N0024418D0001_9700,1,243
W91ZLK23F0145,265180.91,0.0,2023-07-01,2024-04-30,,,,,WIRELESS SERVICES,2023,4,43990a87437f2fdd,350571818,CONT_AWD_W91ZLK23F0145_9700_N0024418D0001_9700,1,243
W91ZLK23F0139,35698.8,0.0,2023-08-30,2024-04-30,,,,,WIRELESS SERVICES,2023,4,6764df7091e96865,350571815,CONT_AWD_W91ZLK23F0139_9700_N0024418D0003_9700,1,6
W91ZLK23F0122,341507.04,,2023-06-01,2025-05-31,,,,,PREVENTATIVE MAINTENANCE & REPAIR - AGILENT,2023,3,bee4863f808f4a5d,350571808,CONT_AWD_W91ZLK23F0122_9700_W91ZLK19D0006_9700,1,228
W91ZLK23F0104,104160.94,0.0,2023-06-01,2024-04-30,,,,,WIRELESS SERVICES BASE YEAR ONLY,2023,3,d648fb5dc9f329ae,350571796,CONT_AWD_W91ZLK23F0104_9700_N0024418D0002_9700,1,244
W91ZLK23F0103,630904.2,0.0,2023-08-01,2024-04-30,,,,,WIRELESS SERVICES BASE YEAR ONLY.,2023,4,cc04dd667195f2df,350571795,CONT_AWD_W91ZLK23F0103_9700_N0024418D0003_9700,1,6
W91ZLK23F0097,2580.0,0.0,2023-04-21,2024-10-20,,,,,SEPTIC CLEAN OUT @ G-FIELD,2023,3,8d2e38db273391ff,350571790,CONT_AWD_W91ZLK23F0097_9700_W91ZLK20A0002_9700,1,292
W91ZLK23F0089,4170.0,0.0,2023-04-21,2024-10-20,,,,,SEPTIC CLEAN OUT @ G-FIELD,2023,3,51d0535dba0b5b12,350571786,CONT_AWD_W91ZLK23F0089_9700_W91ZLK20A0002_9700,1,292
W91ZLK23F0083,162000.0,0.0,2023-04-05,2024-07-12,,,,,PURCHASE OF SQUARE D 480 V SWITCHBOARD,2023,3,9d8910e2e67c8571,350571782,CONT_AWD_W91ZLK23F0083_9700_47QSHA18D000H_4732,1,293
W91ZLK23F0061,42167.87,,2023-03-22,2024-03-21,,,,,WIRELESS SERVICES,2023,2,33f91d1f374fc7f9,350571771,CONT_AWD_W91ZLK23F0061_9700_N0024418D0003_9700,1,6
W91ZLK23F0049,76105.92,,2023-02-21,2025-02-20,,,,,PREVENTATIVE MAINTENANCE & REPAIR,2023,2,3d9209300ed197d4,350571765,CONT_AWD_W91ZLK23F0049_9700_W91ZLK19D0006_9700,1,228
W91ZLK23F0033,214096.6,6628.61,2023-01-29,2026-01-28,,,,,ARMY CONTRACTING COMMAND REQUIRES THE PURCHASE OF SALESFORCE LICENSE.,2023,2,f7acd657aeeb407a,350571756,CONT_AWD_W91ZLK23F0033_9700_W52P1J20D0042_9700,1,227
W91ZLK23F0024,269196.84,0.0,2023-01-15,2025-01-15,,,,,PREVENTATIVE MAINTENANCE & REPAIR,2023,2,7c4a191c183230d8,350571753,CONT_AWD_W91ZLK23F0024_9700_W91ZLK19D0006_9700,1,228
W91ZLK23F0022,484605.0,0.0,2022-12-22,2025-01-01,,,,,CYBERFEDS SUBSCRIPTION,2023,1,7ed55c1732c7ac30,350571751,CONT_AWD_W91ZLK23F0022_9700_47QTCA20D002P_4732,1,294
W91ZLK23F0012,1059718.56,0.0,2022-12-01,2024-11-30,,,,,PREVENTATIVE MAINTENANCE & REPAIR DEVCOM EML,2023,1,698775fb4f3ceedb,350571745,CONT_AWD_W91ZLK23F0012_9700_W91ZLK19D0006_9700,1,228
W91ZLK23F0001,47916.96,0.0,2022-10-24,2024-10-23,,,,,PREVENTATIVE MAINTENANCE & REPAIR,2023,1,ffe1327c22368e66,350571738,CONT_AWD_W91ZLK23F0001_9700_W91ZLK19D0006_9700,1,228
W91ZLK23C0004,1405058.51,0.0,2023-10-01,2026-09-30,,,,,MINICAMS PREVENTIVE MAINTENANCE,2024,1,b80fde5505ef6b2e,350571737,CONT_AWD_W91ZLK23C0004_9700_-NONE-_-NONE-,1,125
W91ZLK23C0003,46501.6,0.0,2023-09-27,2024-09-26,,,,,AUTOCLAVE PREVENTATIVE MAINTENANCE & CALIBRATION,2023,4,1c3ea1bedf101729,350571736,CONT_AWD_W91ZLK23C0003_9700_-NONE-_-NONE-,1,173
W91ZLK23C0002,1819486.77,0.0,2023-02-28,2026-02-27,,,,,IT RELOCATION AND RIGGER SUPPORT,2023,2,b0c9a115cd0bea2d,350571735,CONT_AWD_W91ZLK23C0002_9700_-NONE-_-NONE-,1,295
W91ZLK22P0126,299880.0,0.0,2022-10-01,2025-09-30,,,,,"MAINT AND REPAIR FOR FTIR SPECTROMETER, BASE YEAR.",2023,1,2068325de610dda5,350571714,CONT_AWD_W91ZLK22P0126_9700_-NONE-_-NONE-,1,296
W91ZLK22P0116,42610.0,0.0,2022-09-27,2025-09-26,,,,,"PREVENTATIVE MAINTENANCE OF THE NCSC TRACE GAS ANALYZER, MODEL LMP3000.",2022,4,5e45d1d85185cc34,350571705,CONT_AWD_W91ZLK22P0116_9700_-NONE-_-NONE-,1,297
W91ZLK22P0102,64323.0,0.0,2022-09-30,2026-09-29,,,,,TISSUETEK PRISMA PLUS AUTO SLIDE STAINER PM,2022,4,b373c0ec14db1fc9,350571696,CONT_AWD_W91ZLK22P0102_9700_-NONE-_-NONE-,1,298
W91ZLK22P0101,53967.0,0.0,2022-09-19,2025-09-18,,,,,OFFICE PRINTER AND PERIPHERALS MAINTENANCE & REPAIR SERVICE,2022,4,b979cb4c786758ea,350571695,CONT_AWD_W91ZLK22P0101_9700_-NONE-_-NONE-,1,299
W91ZLK22P0099,603358.56,0.0,2022-09-07,2025-09-06,,,,,THERMO FISHER EQUIPMENT MAINT & REPAIR,2022,4,7dd6191060b3dc4f,350571693,CONT_AWD_W91ZLK22P0099_9700_-NONE-_-NONE-,1,248
W91ZLK22P0098,88447.0,0.0,2022-09-22,2025-09-22,,,,,AIR CONDITIONER P&M BASE YEAR,2022,4,f4083ff032fb59d7,350571692,CONT_AWD_W91ZLK22P0098_9700_-NONE-_-NONE-,1,300
W91ZLK22P0097,1416150.0,128250.0,2022-09-22,2026-02-15,,,,,PROCUREMENT OF FIELD SUPPORT MANAGEMENT SERVICES APPLICATION TO INCLUDE CUSTOMIZATION AND ASSOCIATED MAINTENANCE.,2022,4,5b8dfe6ea7de02bc,350571691,CONT_AWD_W91ZLK22P0097_9700_-NONE-_-NONE-,1,301
W91ZLK22P0096,219036.0,0.0,2022-09-20,2025-09-19,,,,,PREVENTATIVE MAINTENANCE & REPAIR SERVICES FOR ELECTROPHYSIOLOGY PATCH-CLAMP SYSTEM,2022,4,6d9c6428d98dfe72,350571690,CONT_AWD_W91ZLK22P0096_9700_-NONE-_-NONE-,1,302
W91ZLK22P0093,229528.85,0.0,2022-09-27,2026-03-26,,,,,UPS PREV MAINT&EMERGENCY REPAIRS,2022,4,d269bd99dc63a899,350571687,CONT_AWD_W91ZLK22P0093_9700_-NONE-_-NONE-,1,303
W91ZLK22P0089,196211.39,0.0,2022-09-30,2025-09-29,,,,,WEB OF SCIENCE BASE YEAR,2022,4,e969b1ddfaaf81db,350571683,CONT_AWD_W91ZLK22P0089_9700_-NONE-_-NONE-,1,304
W91ZLK22P0087,79968.0,0.0,2022-09-12,2024-12-31,,,,,PREVENTATIVE MAINTENANCE & REPAIR SERVICES,2022,4,6bd00dbea8f47970,350571681,CONT_AWD_W91ZLK22P0087_9700_-NONE-_-NONE-,1,305
W91ZLK22P0080,29921.47,3029.0,2022-09-08,2025-09-07,,,,,BASE YEAR,2022,4,a78503b91c4646d7,350571676,CONT_AWD_W91ZLK22P0080_9700_-NONE-_-NONE-,1,306
W91ZLK22P0078,58868.44,0.0,2022-08-17,2026-08-16,,,,,CALIBRATION SERVICES FOR GRAYWOLF INDUSTRIAL HYGIENE EQPT,2022,4,3cadb1b074daac70,350571674,CONT_AWD_W91ZLK22P0078_9700_-NONE-_-NONE-,1,307
W91ZLK22P0077,14508.0,0.0,2022-09-03,2025-09-02,,,,,PM AND SERVICE SUPPORT FOR MODEL 8550 AUTOMATIC WATERING SYSTEM- SN 149846,2022,4,a6dd7dbbd3f42a63,350571673,CONT_AWD_W91ZLK22P0077_9700_-NONE-_-NONE-,1,142
W91ZLK22P0075,193979.83,0.0,2022-09-21,2025-09-20,,,,,BASE SERV CONTR- WATERS CORPORATION,2022,4,3122b795e63a4553,350571671,CONT_AWD_W91ZLK22P0075_9700_-NONE-_-NONE-,1,308
W91ZLK22P0070,332880.0,0.0,2022-09-20,2025-09-19,,,,,"SIGNAL CONDITIONING PM, REPAIR AND ANNUAL CALIBRATION OF DATA ACQUISITION SYSTEMS",2022,4,1f480a876a58b581,350571666,CONT_AWD_W91ZLK22P0070_9700_-NONE-_-NONE-,1,309
W91ZLK22P0065,500432.0,0.0,2022-07-29,2026-07-28,,,,,CANBERRA EQUIP MAINT AND REPAIR SERVICE,2022,4,08bd438561a4c8ce,350571661,CONT_AWD_W91ZLK22P0065_9700_-NONE-_-NONE-,1,310
W91ZLK22P0055,178166.0,0.0,2022-09-13,2026-09-12,,,,,ON-SITE SERVICE PLAN,2022,4,e7273d84062eb6b4,350571652,CONT_AWD_W91ZLK22P0055_9700_-NONE-_-NONE-,1,311
W91ZLK22P0053,30000.0,0.0,2022-09-08,2025-09-07,,,,,MOVING TARGET SYSTEM STATUS REPORT AFTER PERFORMING ANY REQUIRED REPAIR FOR THE FOLLOWING EQUIPMENT NUMBERS: FORD F350 RAIL MOVING TARGET SYSTEM AT HENRY FIELD.  IT INCLUDES THE PRIME MOVER AND THE ON-BOARD AND REMOTE CONTROL SYSTEM.,2022,4,2710ff76bb1d1a33,350571651,CONT_AWD_W91ZLK22P0053_9700_-NONE-_-NONE-,1,172
W91ZLK22P0052,63000.0,0.0,2022-08-23,2025-08-22,,,,,MAINTENANCE AND REPAIR OF FS-43 HIGH ENERGY FIRING SYSTEMS. THESE ARE UTILIZED IN DETONATING WARHEADS IN LIVE FIRE TESTING. PROPERLY OPERATING FIRING SYSTEMS ARE NECESSARY FOR TEST QUALITY AND PERSONNEL SAFETY.,2022,4,9dd12c955ac44ad2,350571650,CONT_AWD_W91ZLK22P0052_9700_-NONE-_-NONE-,1,162
