cve_id,published,last_modified,cvss_v3,cvss_v2,severity,cwe_ids,description
CVE-2025-34545,2026-01-02T17:15:54.570,2026-01-02T17:15:54.570,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34546,2026-01-02T17:15:54.637,2026-01-02T17:15:54.637,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34547,2026-01-02T17:15:54.690,2026-01-02T17:15:54.690,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34548,2026-01-02T17:15:54.753,2026-01-02T17:15:54.753,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34549,2026-01-02T17:15:54.817,2026-01-02T17:15:54.817,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34550,2026-01-02T17:15:54.880,2026-01-02T17:15:54.880,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34551,2026-01-02T17:15:54.940,2026-01-02T17:15:54.940,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34552,2026-01-02T17:15:54.997,2026-01-02T17:15:54.997,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34553,2026-01-02T17:15:55.060,2026-01-02T17:15:55.060,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34554,2026-01-02T17:15:55.120,2026-01-02T17:15:55.120,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34555,2026-01-02T17:15:55.180,2026-01-02T17:15:55.180,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34556,2026-01-02T17:15:55.237,2026-01-02T17:15:55.237,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34557,2026-01-02T17:15:55.297,2026-01-02T17:15:55.297,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34558,2026-01-02T17:15:55.360,2026-01-02T17:15:55.360,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34559,2026-01-02T17:15:55.417,2026-01-02T17:15:55.417,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34560,2026-01-02T17:15:55.480,2026-01-02T17:15:55.480,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34561,2026-01-02T17:15:55.533,2026-01-02T17:15:55.533,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34562,2026-01-02T17:15:55.597,2026-01-02T17:15:55.597,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34563,2026-01-02T17:15:55.650,2026-01-02T17:15:55.650,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34564,2026-01-02T17:15:55.717,2026-01-02T17:15:55.717,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34565,2026-01-02T17:15:55.780,2026-01-02T17:15:55.780,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34566,2026-01-02T17:15:55.837,2026-01-02T17:15:55.837,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34567,2026-01-02T17:15:55.910,2026-01-02T17:15:55.910,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34568,2026-01-02T17:15:55.973,2026-01-02T17:15:55.973,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34569,2026-01-02T17:15:56.043,2026-01-02T17:15:56.043,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34570,2026-01-02T17:15:56.110,2026-01-02T17:15:56.110,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34571,2026-01-02T17:15:56.167,2026-01-02T17:15:56.167,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34572,2026-01-02T17:15:56.230,2026-01-02T17:15:56.230,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34573,2026-01-02T17:15:56.287,2026-01-02T17:15:56.287,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34574,2026-01-02T17:15:56.350,2026-01-02T17:15:56.350,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34575,2026-01-02T17:15:56.407,2026-01-02T17:15:56.407,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34576,2026-01-02T17:15:56.470,2026-01-02T17:15:56.470,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34577,2026-01-02T17:15:56.527,2026-01-02T17:15:56.527,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34578,2026-01-02T17:15:56.580,2026-01-02T17:15:56.580,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34579,2026-01-02T17:15:56.643,2026-01-02T17:15:56.643,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34580,2026-01-02T17:15:56.700,2026-01-02T17:15:56.700,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34581,2026-01-02T17:15:56.760,2026-01-02T17:15:56.760,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34582,2026-01-02T17:15:56.817,2026-01-02T17:15:56.817,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34583,2026-01-02T17:15:56.877,2026-01-02T17:15:56.877,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34584,2026-01-02T17:15:56.943,2026-01-02T17:15:56.943,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34585,2026-01-02T17:15:57.010,2026-01-02T17:15:57.010,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34586,2026-01-02T17:15:57.063,2026-01-02T17:15:57.063,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34587,2026-01-02T17:15:57.123,2026-01-02T17:15:57.123,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34588,2026-01-02T17:15:57.180,2026-01-02T17:15:57.180,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34589,2026-01-02T17:15:57.237,2026-01-02T17:15:57.237,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34590,2026-01-02T17:15:57.300,2026-01-02T17:15:57.300,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34591,2026-01-02T17:15:57.357,2026-01-02T17:15:57.357,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34592,2026-01-02T17:15:57.413,2026-01-02T17:15:57.413,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34593,2026-01-02T17:15:57.470,2026-01-02T17:15:57.470,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34594,2026-01-02T17:15:57.530,2026-01-02T17:15:57.530,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34595,2026-01-02T17:15:57.603,2026-01-02T17:15:57.603,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34596,2026-01-02T17:15:57.667,2026-01-02T17:15:57.667,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34597,2026-01-02T17:15:57.730,2026-01-02T17:15:57.730,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34598,2026-01-02T17:15:57.783,2026-01-02T17:15:57.783,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34599,2026-01-02T17:15:57.840,2026-01-02T17:15:57.840,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34600,2026-01-02T17:15:57.903,2026-01-02T17:15:57.903,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34601,2026-01-02T17:15:57.963,2026-01-02T17:15:57.963,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34602,2026-01-02T17:15:58.027,2026-01-02T17:15:58.027,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34603,2026-01-02T17:15:58.083,2026-01-02T17:15:58.083,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34604,2026-01-02T17:15:58.147,2026-01-02T17:15:58.147,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34605,2026-01-02T17:15:58.197,2026-01-02T17:15:58.197,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34606,2026-01-02T17:15:58.257,2026-01-02T17:15:58.257,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34607,2026-01-02T17:15:58.320,2026-01-02T17:15:58.320,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34608,2026-01-02T17:15:58.383,2026-01-02T17:15:58.383,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34609,2026-01-02T17:15:58.440,2026-01-02T17:15:58.440,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34610,2026-01-02T17:15:58.500,2026-01-02T17:15:58.500,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34611,2026-01-02T17:15:58.560,2026-01-02T17:15:58.560,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34612,2026-01-02T17:15:58.623,2026-01-02T17:15:58.623,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34613,2026-01-02T17:15:58.677,2026-01-02T17:15:58.677,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34614,2026-01-02T17:15:58.737,2026-01-02T17:15:58.737,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34615,2026-01-02T17:15:58.800,2026-01-02T17:15:58.800,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34616,2026-01-02T17:15:58.850,2026-01-02T17:15:58.850,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34617,2026-01-02T17:15:58.913,2026-01-02T17:15:58.913,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34618,2026-01-02T17:15:58.977,2026-01-02T17:15:58.977,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34619,2026-01-02T17:15:59.037,2026-01-02T17:15:59.037,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34620,2026-01-02T17:15:59.100,2026-01-02T17:15:59.100,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34621,2026-01-02T17:15:59.170,2026-01-02T17:15:59.170,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34622,2026-01-02T17:15:59.227,2026-01-02T17:15:59.227,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34623,2026-01-02T17:15:59.290,2026-01-02T17:15:59.290,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34624,2026-01-02T17:15:59.360,2026-01-02T17:15:59.360,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34625,2026-01-02T17:15:59.903,2026-01-02T17:15:59.903,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34626,2026-01-02T17:15:59.963,2026-01-02T17:15:59.963,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34627,2026-01-02T17:16:00.030,2026-01-02T17:16:00.030,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34628,2026-01-02T17:16:00.093,2026-01-02T17:16:00.093,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34629,2026-01-02T17:16:00.153,2026-01-02T17:16:00.153,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34630,2026-01-02T17:16:00.217,2026-01-02T17:16:00.217,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34631,2026-01-02T17:16:00.277,2026-01-02T17:16:00.277,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34632,2026-01-02T17:16:00.333,2026-01-02T17:16:00.333,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34633,2026-01-02T17:16:00.397,2026-01-02T17:16:00.397,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34634,2026-01-02T17:16:00.453,2026-01-02T17:16:00.453,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34635,2026-01-02T17:16:00.513,2026-01-02T17:16:00.513,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34636,2026-01-02T17:16:00.580,2026-01-02T17:16:00.580,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34637,2026-01-02T17:16:00.637,2026-01-02T17:16:00.637,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34638,2026-01-02T17:16:00.693,2026-01-02T17:16:00.693,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34639,2026-01-02T17:16:00.760,2026-01-02T17:16:00.760,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34640,2026-01-02T17:16:00.820,2026-01-02T17:16:00.820,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34641,2026-01-02T17:16:00.883,2026-01-02T17:16:00.883,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34642,2026-01-02T17:16:00.940,2026-01-02T17:16:00.940,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34643,2026-01-02T17:16:01.003,2026-01-02T17:16:01.003,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34644,2026-01-02T17:16:01.067,2026-01-02T17:16:01.067,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34645,2026-01-02T17:16:01.127,2026-01-02T17:16:01.127,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34646,2026-01-02T17:16:01.187,2026-01-02T17:16:01.187,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34647,2026-01-02T17:16:01.247,2026-01-02T17:16:01.247,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34648,2026-01-02T17:16:01.307,2026-01-02T17:16:01.307,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34649,2026-01-02T17:16:01.367,2026-01-02T17:16:01.367,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34650,2026-01-02T17:16:01.430,2026-01-02T17:16:01.430,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34651,2026-01-02T17:16:01.480,2026-01-02T17:16:01.480,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34652,2026-01-02T17:16:01.543,2026-01-02T17:16:01.543,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34653,2026-01-02T17:16:01.600,2026-01-02T17:16:01.600,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34654,2026-01-02T17:16:01.660,2026-01-02T17:16:01.660,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34655,2026-01-02T17:16:01.723,2026-01-02T17:16:01.723,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34656,2026-01-02T17:16:01.780,2026-01-02T17:16:01.780,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34657,2026-01-02T17:16:01.840,2026-01-02T17:16:01.840,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34658,2026-01-02T17:16:01.900,2026-01-02T17:16:01.900,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34659,2026-01-02T17:16:01.957,2026-01-02T17:16:01.957,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34660,2026-01-02T17:16:02.020,2026-01-02T17:16:02.020,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34661,2026-01-02T17:16:02.080,2026-01-02T17:16:02.080,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34662,2026-01-02T17:16:02.143,2026-01-02T17:16:02.143,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34663,2026-01-02T17:16:02.207,2026-01-02T17:16:02.207,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34664,2026-01-02T17:16:02.263,2026-01-02T17:16:02.263,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34665,2026-01-02T17:16:02.323,2026-01-02T17:16:02.323,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34666,2026-01-02T17:16:02.380,2026-01-02T17:16:02.380,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34667,2026-01-02T17:16:02.440,2026-01-02T17:16:02.440,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34668,2026-01-02T17:16:02.500,2026-01-02T17:16:02.500,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34669,2026-01-02T17:16:02.560,2026-01-02T17:16:02.560,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34670,2026-01-02T17:16:02.610,2026-01-02T17:16:02.610,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34671,2026-01-02T17:16:02.670,2026-01-02T17:16:02.670,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34672,2026-01-02T17:16:02.737,2026-01-02T17:16:02.737,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34673,2026-01-02T17:16:02.790,2026-01-02T17:16:02.790,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34674,2026-01-02T17:16:02.850,2026-01-02T17:16:02.850,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34675,2026-01-02T17:16:02.910,2026-01-02T17:16:02.910,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34676,2026-01-02T17:16:02.963,2026-01-02T17:16:02.963,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34677,2026-01-02T17:16:03.027,2026-01-02T17:16:03.027,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34678,2026-01-02T17:16:03.090,2026-01-02T17:16:03.090,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34679,2026-01-02T17:16:03.150,2026-01-02T17:16:03.150,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34680,2026-01-02T17:16:03.213,2026-01-02T17:16:03.213,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34681,2026-01-02T17:16:03.277,2026-01-02T17:16:03.277,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34682,2026-01-02T17:16:03.330,2026-01-02T17:16:03.330,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34683,2026-01-02T17:16:03.390,2026-01-02T17:16:03.390,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34684,2026-01-02T17:16:03.450,2026-01-02T17:16:03.450,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34685,2026-01-02T17:16:03.510,2026-01-02T17:16:03.510,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34686,2026-01-02T17:16:03.567,2026-01-02T17:16:03.567,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34687,2026-01-02T17:16:03.627,2026-01-02T17:16:03.627,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34688,2026-01-02T17:16:03.683,2026-01-02T17:16:03.683,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34689,2026-01-02T17:16:03.743,2026-01-02T17:16:03.743,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34690,2026-01-02T17:16:03.813,2026-01-02T17:16:03.813,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34691,2026-01-02T17:16:03.883,2026-01-02T17:16:03.883,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34692,2026-01-02T17:16:03.943,2026-01-02T17:16:03.943,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34693,2026-01-02T17:16:04.007,2026-01-02T17:16:04.007,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34694,2026-01-02T17:16:04.070,2026-01-02T17:16:04.070,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34695,2026-01-02T17:16:04.130,2026-01-02T17:16:04.130,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34696,2026-01-02T17:16:04.193,2026-01-02T17:16:04.193,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34697,2026-01-02T17:16:04.250,2026-01-02T17:16:04.250,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34698,2026-01-02T17:16:04.310,2026-01-02T17:16:04.310,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34699,2026-01-02T17:16:04.370,2026-01-02T17:16:04.370,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
