period,respondent,respondent-name,fueltype,type-name,timezone,timezone-description,value,value-units
2026-01-22,PJM,"PJM Interconnection, LLC",WND,Wind,Eastern,Eastern,187291,megawatthours
2026-01-22,PJM,"PJM Interconnection, LLC",WND,Wind,Mountain,Mountain,184367,megawatthours
2026-01-22,PJM,"PJM Interconnection, LLC",WND,Wind,Pacific,Pacific,183463,megawatthours
2026-01-22,SWPP,Southwest Power Pool,COL,Coal,Arizona,Arizona,312544,megawatthours
2026-01-22,SWPP,Southwest Power Pool,COL,Coal,Central,Central,315145,megawatthours
2026-01-22,SWPP,Southwest Power Pool,COL,Coal,Eastern,Eastern,317517,megawatthours
2026-01-22,SWPP,Southwest Power Pool,COL,Coal,Mountain,Mountain,312544,megawatthours
2026-01-22,SWPP,Southwest Power Pool,COL,Coal,Pacific,Pacific,310411,megawatthours
2026-01-22,SWPP,Southwest Power Pool,NG,Natural Gas,Arizona,Arizona,186806,megawatthours
2026-01-22,SWPP,Southwest Power Pool,NG,Natural Gas,Central,Central,187689,megawatthours
2026-01-22,SWPP,Southwest Power Pool,NG,Natural Gas,Eastern,Eastern,189074,megawatthours
2026-01-22,SWPP,Southwest Power Pool,NG,Natural Gas,Mountain,Mountain,186806,megawatthours
2026-01-22,SWPP,Southwest Power Pool,NG,Natural Gas,Pacific,Pacific,186401,megawatthours
2026-01-22,SWPP,Southwest Power Pool,NUC,Nuclear,Arizona,Arizona,48797,megawatthours
2026-01-22,SWPP,Southwest Power Pool,NUC,Nuclear,Central,Central,48808,megawatthours
2026-01-22,SWPP,Southwest Power Pool,NUC,Nuclear,Eastern,Eastern,48812,megawatthours
2026-01-22,SWPP,Southwest Power Pool,NUC,Nuclear,Mountain,Mountain,48797,megawatthours
2026-01-22,SWPP,Southwest Power Pool,NUC,Nuclear,Pacific,Pacific,48784,megawatthours
2026-01-22,SWPP,Southwest Power Pool,OIL,Petroleum,Arizona,Arizona,336,megawatthours
2026-01-22,SWPP,Southwest Power Pool,OIL,Petroleum,Central,Central,336,megawatthours
2026-01-22,SWPP,Southwest Power Pool,OIL,Petroleum,Eastern,Eastern,336,megawatthours
2026-01-22,SWPP,Southwest Power Pool,OIL,Petroleum,Mountain,Mountain,336,megawatthours
2026-01-22,SWPP,Southwest Power Pool,OIL,Petroleum,Pacific,Pacific,336,megawatthours
2026-01-22,SWPP,Southwest Power Pool,OTH,Other,Arizona,Arizona,1352,megawatthours
2026-01-22,SWPP,Southwest Power Pool,OTH,Other,Central,Central,1357,megawatthours
2026-01-22,SWPP,Southwest Power Pool,OTH,Other,Eastern,Eastern,1362,megawatthours
2026-01-22,SWPP,Southwest Power Pool,OTH,Other,Mountain,Mountain,1352,megawatthours
2026-01-22,SWPP,Southwest Power Pool,OTH,Other,Pacific,Pacific,1347,megawatthours
2026-01-22,SWPP,Southwest Power Pool,SUN,Solar,Arizona,Arizona,5001,megawatthours
2026-01-22,SWPP,Southwest Power Pool,SUN,Solar,Central,Central,5001,megawatthours
2026-01-22,SWPP,Southwest Power Pool,SUN,Solar,Eastern,Eastern,5001,megawatthours
2026-01-22,SWPP,Southwest Power Pool,SUN,Solar,Mountain,Mountain,5001,megawatthours
2026-01-22,SWPP,Southwest Power Pool,SUN,Solar,Pacific,Pacific,5001,megawatthours
2026-01-22,SWPP,Southwest Power Pool,WAT,Hydro,Arizona,Arizona,17036,megawatthours
2026-01-22,SWPP,Southwest Power Pool,WAT,Hydro,Central,Central,17049,megawatthours
2026-01-22,SWPP,Southwest Power Pool,WAT,Hydro,Eastern,Eastern,17089,megawatthours
2026-01-22,SWPP,Southwest Power Pool,WAT,Hydro,Mountain,Mountain,17036,megawatthours
2026-01-22,SWPP,Southwest Power Pool,WAT,Hydro,Pacific,Pacific,17028,megawatthours
2026-01-22,SWPP,Southwest Power Pool,WND,Wind,Arizona,Arizona,310681,megawatthours
2026-01-22,SWPP,Southwest Power Pool,WND,Wind,Central,Central,306582,megawatthours
2026-01-22,SWPP,Southwest Power Pool,WND,Wind,Eastern,Eastern,301674,megawatthours
2026-01-22,SWPP,Southwest Power Pool,WND,Wind,Mountain,Mountain,310681,megawatthours
2026-01-22,SWPP,Southwest Power Pool,WND,Wind,Pacific,Pacific,314183,megawatthours
2026-01-21,CISO,California Independent System Operator,COL,Coal,Arizona,Arizona,0,megawatthours
2026-01-21,CISO,California Independent System Operator,COL,Coal,Central,Central,0,megawatthours
2026-01-21,CISO,California Independent System Operator,COL,Coal,Eastern,Eastern,0,megawatthours
2026-01-21,CISO,California Independent System Operator,COL,Coal,Mountain,Mountain,0,megawatthours
2026-01-21,CISO,California Independent System Operator,COL,Coal,Pacific,Pacific,0,megawatthours
2026-01-21,CISO,California Independent System Operator,GEO,Geothermal,Arizona,Arizona,18197,megawatthours
2026-01-21,CISO,California Independent System Operator,GEO,Geothermal,Central,Central,18203,megawatthours
2026-01-21,CISO,California Independent System Operator,GEO,Geothermal,Eastern,Eastern,18222,megawatthours
2026-01-21,CISO,California Independent System Operator,GEO,Geothermal,Mountain,Mountain,18197,megawatthours
2026-01-21,CISO,California Independent System Operator,GEO,Geothermal,Pacific,Pacific,18187,megawatthours
2026-01-21,CISO,California Independent System Operator,NG,Natural Gas,Arizona,Arizona,171597,megawatthours
2026-01-21,CISO,California Independent System Operator,NG,Natural Gas,Central,Central,169869,megawatthours
2026-01-21,CISO,California Independent System Operator,NG,Natural Gas,Eastern,Eastern,168441,megawatthours
2026-01-21,CISO,California Independent System Operator,NG,Natural Gas,Mountain,Mountain,171597,megawatthours
2026-01-21,CISO,California Independent System Operator,NG,Natural Gas,Pacific,Pacific,173332,megawatthours
2026-01-21,CISO,California Independent System Operator,NUC,Nuclear,Arizona,Arizona,54247,megawatthours
2026-01-21,CISO,California Independent System Operator,NUC,Nuclear,Central,Central,54250,megawatthours
2026-01-21,CISO,California Independent System Operator,NUC,Nuclear,Eastern,Eastern,54250,megawatthours
2026-01-21,CISO,California Independent System Operator,NUC,Nuclear,Mountain,Mountain,54247,megawatthours
2026-01-21,CISO,California Independent System Operator,NUC,Nuclear,Pacific,Pacific,54245,megawatthours
2026-01-21,CISO,California Independent System Operator,OIL,Petroleum,Arizona,Arizona,1104,megawatthours
2026-01-21,CISO,California Independent System Operator,OIL,Petroleum,Central,Central,1103,megawatthours
2026-01-21,CISO,California Independent System Operator,OIL,Petroleum,Eastern,Eastern,1103,megawatthours
2026-01-21,CISO,California Independent System Operator,OIL,Petroleum,Mountain,Mountain,1104,megawatthours
2026-01-21,CISO,California Independent System Operator,OIL,Petroleum,Pacific,Pacific,1103,megawatthours
2026-01-21,CISO,California Independent System Operator,OTH,Other,Arizona,Arizona,-410,megawatthours
2026-01-21,CISO,California Independent System Operator,OTH,Other,Central,Central,-438,megawatthours
2026-01-21,CISO,California Independent System Operator,OTH,Other,Eastern,Eastern,1265,megawatthours
2026-01-21,CISO,California Independent System Operator,OTH,Other,Mountain,Mountain,-410,megawatthours
2026-01-21,CISO,California Independent System Operator,OTH,Other,Pacific,Pacific,14,megawatthours
2026-01-21,CISO,California Independent System Operator,SUN,Solar,Arizona,Arizona,55013,megawatthours
2026-01-21,CISO,California Independent System Operator,SUN,Solar,Central,Central,55010,megawatthours
2026-01-21,CISO,California Independent System Operator,SUN,Solar,Eastern,Eastern,55005,megawatthours
2026-01-21,CISO,California Independent System Operator,SUN,Solar,Mountain,Mountain,55013,megawatthours
2026-01-21,CISO,California Independent System Operator,SUN,Solar,Pacific,Pacific,55016,megawatthours
2026-01-21,CISO,California Independent System Operator,WAT,Hydro,Arizona,Arizona,73642,megawatthours
2026-01-21,CISO,California Independent System Operator,WAT,Hydro,Central,Central,73957,megawatthours
2026-01-21,CISO,California Independent System Operator,WAT,Hydro,Eastern,Eastern,73592,megawatthours
2026-01-21,CISO,California Independent System Operator,WAT,Hydro,Mountain,Mountain,73642,megawatthours
2026-01-21,CISO,California Independent System Operator,WAT,Hydro,Pacific,Pacific,73164,megawatthours
2026-01-21,CISO,California Independent System Operator,WND,Wind,Arizona,Arizona,3638,megawatthours
2026-01-21,CISO,California Independent System Operator,WND,Wind,Central,Central,3759,megawatthours
2026-01-21,CISO,California Independent System Operator,WND,Wind,Eastern,Eastern,3879,megawatthours
2026-01-21,CISO,California Independent System Operator,WND,Wind,Mountain,Mountain,3638,megawatthours
2026-01-21,CISO,California Independent System Operator,WND,Wind,Pacific,Pacific,3487,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",BAT,Battery storage,Arizona,Arizona,288,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",BAT,Battery storage,Central,Central,-1137,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",BAT,Battery storage,Eastern,Eastern,-1255,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",BAT,Battery storage,Mountain,Mountain,288,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",BAT,Battery storage,Pacific,Pacific,1498,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",COL,Coal,Arizona,Arizona,162971,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",COL,Coal,Central,Central,158404,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",COL,Coal,Eastern,Eastern,154585,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",COL,Coal,Mountain,Mountain,162971,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",COL,Coal,Pacific,Pacific,167682,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural Gas,Arizona,Arizona,521612,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural Gas,Central,Central,515112,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural Gas,Eastern,Eastern,506863,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural Gas,Mountain,Mountain,521612,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural Gas,Pacific,Pacific,528147,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,Arizona,Arizona,122900,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,Central,Central,122902,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,Eastern,Eastern,122903,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,Mountain,Mountain,122900,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,Pacific,Pacific,122897,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,Arizona,Arizona,1359,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,Central,Central,1359,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,Eastern,Eastern,1359,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,Mountain,Mountain,1359,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,Pacific,Pacific,1359,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Arizona,Arizona,129362,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Central,Central,129362,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Eastern,Eastern,129362,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Mountain,Mountain,129362,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Pacific,Pacific,129362,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,Arizona,Arizona,332,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,Central,Central,332,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,Eastern,Eastern,332,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,Mountain,Mountain,332,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,Pacific,Pacific,332,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,Arizona,Arizona,252517,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,Central,Central,266185,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,Eastern,Eastern,279637,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,Mountain,Mountain,252517,megawatthours
2026-01-21,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,Pacific,Pacific,239446,megawatthours
2026-01-21,ISNE,ISO New England,BAT,Battery storage,Arizona,Arizona,1261,megawatthours
2026-01-21,ISNE,ISO New England,BAT,Battery storage,Central,Central,1326,megawatthours
2026-01-21,ISNE,ISO New England,BAT,Battery storage,Eastern,Eastern,1394,megawatthours
2026-01-21,ISNE,ISO New England,BAT,Battery storage,Mountain,Mountain,1261,megawatthours
2026-01-21,ISNE,ISO New England,BAT,Battery storage,Pacific,Pacific,1188,megawatthours
2026-01-21,ISNE,ISO New England,COL,Coal,Arizona,Arizona,287,megawatthours
2026-01-21,ISNE,ISO New England,COL,Coal,Central,Central,284,megawatthours
2026-01-21,ISNE,ISO New England,COL,Coal,Eastern,Eastern,285,megawatthours
2026-01-21,ISNE,ISO New England,COL,Coal,Mountain,Mountain,287,megawatthours
2026-01-21,ISNE,ISO New England,COL,Coal,Pacific,Pacific,290,megawatthours
2026-01-21,ISNE,ISO New England,NG,Natural Gas,Arizona,Arizona,182121,megawatthours
2026-01-21,ISNE,ISO New England,NG,Natural Gas,Central,Central,182985,megawatthours
2026-01-21,ISNE,ISO New England,NG,Natural Gas,Eastern,Eastern,183891,megawatthours
2026-01-21,ISNE,ISO New England,NG,Natural Gas,Mountain,Mountain,182121,megawatthours
2026-01-21,ISNE,ISO New England,NG,Natural Gas,Pacific,Pacific,181296,megawatthours
2026-01-21,ISNE,ISO New England,NUC,Nuclear,Arizona,Arizona,87448,megawatthours
2026-01-21,ISNE,ISO New England,NUC,Nuclear,Central,Central,87408,megawatthours
2026-01-21,ISNE,ISO New England,NUC,Nuclear,Eastern,Eastern,87351,megawatthours
2026-01-21,ISNE,ISO New England,NUC,Nuclear,Mountain,Mountain,87448,megawatthours
2026-01-21,ISNE,ISO New England,NUC,Nuclear,Pacific,Pacific,87500,megawatthours
2026-01-21,ISNE,ISO New England,OIL,Petroleum,Arizona,Arizona,1650,megawatthours
2026-01-21,ISNE,ISO New England,OIL,Petroleum,Central,Central,1650,megawatthours
2026-01-21,ISNE,ISO New England,OIL,Petroleum,Eastern,Eastern,1600,megawatthours
2026-01-21,ISNE,ISO New England,OIL,Petroleum,Mountain,Mountain,1650,megawatthours
2026-01-21,ISNE,ISO New England,OIL,Petroleum,Pacific,Pacific,1650,megawatthours
2026-01-21,ISNE,ISO New England,OTH,Other,Arizona,Arizona,15209,megawatthours
2026-01-21,ISNE,ISO New England,OTH,Other,Central,Central,15159,megawatthours
2026-01-21,ISNE,ISO New England,OTH,Other,Eastern,Eastern,15114,megawatthours
2026-01-21,ISNE,ISO New England,OTH,Other,Mountain,Mountain,15209,megawatthours
2026-01-21,ISNE,ISO New England,OTH,Other,Pacific,Pacific,15258,megawatthours
2026-01-21,ISNE,ISO New England,PS,Pumped storage,Arizona,Arizona,7256,megawatthours
2026-01-21,ISNE,ISO New England,PS,Pumped storage,Central,Central,7281,megawatthours
2026-01-21,ISNE,ISO New England,PS,Pumped storage,Eastern,Eastern,7519,megawatthours
2026-01-21,ISNE,ISO New England,PS,Pumped storage,Mountain,Mountain,7256,megawatthours
2026-01-21,ISNE,ISO New England,PS,Pumped storage,Pacific,Pacific,7231,megawatthours
2026-01-21,ISNE,ISO New England,SNB,Solar with integrated battery storage,Arizona,Arizona,12,megawatthours
2026-01-21,ISNE,ISO New England,SNB,Solar with integrated battery storage,Central,Central,12,megawatthours
2026-01-21,ISNE,ISO New England,SNB,Solar with integrated battery storage,Eastern,Eastern,12,megawatthours
2026-01-21,ISNE,ISO New England,SNB,Solar with integrated battery storage,Mountain,Mountain,12,megawatthours
2026-01-21,ISNE,ISO New England,SNB,Solar with integrated battery storage,Pacific,Pacific,12,megawatthours
2026-01-21,ISNE,ISO New England,SUN,Solar,Arizona,Arizona,1602,megawatthours
2026-01-21,ISNE,ISO New England,SUN,Solar,Central,Central,1603,megawatthours
2026-01-21,ISNE,ISO New England,SUN,Solar,Eastern,Eastern,1604,megawatthours
2026-01-21,ISNE,ISO New England,SUN,Solar,Mountain,Mountain,1602,megawatthours
2026-01-21,ISNE,ISO New England,SUN,Solar,Pacific,Pacific,1601,megawatthours
2026-01-21,ISNE,ISO New England,WAT,Hydro,Arizona,Arizona,16583,megawatthours
2026-01-21,ISNE,ISO New England,WAT,Hydro,Central,Central,16648,megawatthours
2026-01-21,ISNE,ISO New England,WAT,Hydro,Eastern,Eastern,16765,megawatthours
2026-01-21,ISNE,ISO New England,WAT,Hydro,Mountain,Mountain,16583,megawatthours
2026-01-21,ISNE,ISO New England,WAT,Hydro,Pacific,Pacific,16546,megawatthours
2026-01-21,ISNE,ISO New England,WND,Wind,Arizona,Arizona,19372,megawatthours
2026-01-21,ISNE,ISO New England,WND,Wind,Central,Central,19577,megawatthours
2026-01-21,ISNE,ISO New England,WND,Wind,Eastern,Eastern,19751,megawatthours
2026-01-21,ISNE,ISO New England,WND,Wind,Mountain,Mountain,19372,megawatthours
2026-01-21,ISNE,ISO New England,WND,Wind,Pacific,Pacific,19214,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,Arizona,Arizona,-1307,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,Central,Central,-1377,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,Eastern,Eastern,-1088,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,Mountain,Mountain,-1307,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,Pacific,Pacific,-1067,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,Arizona,Arizona,593983,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,Central,Central,600206,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,Eastern,Eastern,606655,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,Mountain,Mountain,593983,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,Pacific,Pacific,589090,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Arizona,Arizona,615581,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Central,Central,622507,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Eastern,Eastern,631702,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Mountain,Mountain,615581,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Pacific,Pacific,610393,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Arizona,Arizona,284912,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Central,Central,284919,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Eastern,Eastern,284930,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Mountain,Mountain,284912,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Pacific,Pacific,284891,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Arizona,Arizona,7799,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Central,Central,7888,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Eastern,Eastern,7905,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Mountain,Mountain,7799,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Pacific,Pacific,7719,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Arizona,Arizona,41216,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Central,Central,41237,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Eastern,Eastern,41258,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Mountain,Mountain,41216,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Pacific,Pacific,41201,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Arizona,Arizona,18518,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Central,Central,18604,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Eastern,Eastern,18695,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Mountain,Mountain,18518,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Pacific,Pacific,18428,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Arizona,Arizona,484326,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Central,Central,475638,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Eastern,Eastern,464611,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Mountain,Mountain,484326,megawatthours
2026-01-21,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Pacific,Pacific,490275,megawatthours
2026-01-21,NYIS,New York Independent System Operator,COL,Coal,Arizona,Arizona,0,megawatthours
2026-01-21,NYIS,New York Independent System Operator,COL,Coal,Central,Central,0,megawatthours
2026-01-21,NYIS,New York Independent System Operator,COL,Coal,Eastern,Eastern,0,megawatthours
2026-01-21,NYIS,New York Independent System Operator,COL,Coal,Mountain,Mountain,0,megawatthours
2026-01-21,NYIS,New York Independent System Operator,COL,Coal,Pacific,Pacific,0,megawatthours
2026-01-21,NYIS,New York Independent System Operator,NG,Natural Gas,Arizona,Arizona,232887,megawatthours
2026-01-21,NYIS,New York Independent System Operator,NG,Natural Gas,Central,Central,234591,megawatthours
2026-01-21,NYIS,New York Independent System Operator,NG,Natural Gas,Eastern,Eastern,236187,megawatthours
2026-01-21,NYIS,New York Independent System Operator,NG,Natural Gas,Mountain,Mountain,232887,megawatthours
2026-01-21,NYIS,New York Independent System Operator,NG,Natural Gas,Pacific,Pacific,231042,megawatthours
2026-01-21,NYIS,New York Independent System Operator,NUC,Nuclear,Arizona,Arizona,81660,megawatthours
2026-01-21,NYIS,New York Independent System Operator,NUC,Nuclear,Central,Central,81812,megawatthours
2026-01-21,NYIS,New York Independent System Operator,NUC,Nuclear,Eastern,Eastern,81852,megawatthours
2026-01-21,NYIS,New York Independent System Operator,NUC,Nuclear,Mountain,Mountain,81660,megawatthours
2026-01-21,NYIS,New York Independent System Operator,NUC,Nuclear,Pacific,Pacific,81429,megawatthours
2026-01-21,NYIS,New York Independent System Operator,OIL,Petroleum,Arizona,Arizona,2350,megawatthours
2026-01-21,NYIS,New York Independent System Operator,OIL,Petroleum,Central,Central,2370,megawatthours
2026-01-21,NYIS,New York Independent System Operator,OIL,Petroleum,Eastern,Eastern,2504,megawatthours
2026-01-21,NYIS,New York Independent System Operator,OIL,Petroleum,Mountain,Mountain,2350,megawatthours
2026-01-21,NYIS,New York Independent System Operator,OIL,Petroleum,Pacific,Pacific,2350,megawatthours
2026-01-21,NYIS,New York Independent System Operator,OTH,Other,Arizona,Arizona,11526,megawatthours
2026-01-21,NYIS,New York Independent System Operator,OTH,Other,Central,Central,11557,megawatthours
2026-01-21,NYIS,New York Independent System Operator,OTH,Other,Eastern,Eastern,11491,megawatthours
2026-01-21,NYIS,New York Independent System Operator,OTH,Other,Mountain,Mountain,11526,megawatthours
2026-01-21,NYIS,New York Independent System Operator,OTH,Other,Pacific,Pacific,11503,megawatthours
2026-01-21,NYIS,New York Independent System Operator,SUN,Solar,Arizona,Arizona,0,megawatthours
2026-01-21,NYIS,New York Independent System Operator,SUN,Solar,Central,Central,0,megawatthours
2026-01-21,NYIS,New York Independent System Operator,SUN,Solar,Eastern,Eastern,0,megawatthours
2026-01-21,NYIS,New York Independent System Operator,SUN,Solar,Mountain,Mountain,0,megawatthours
2026-01-21,NYIS,New York Independent System Operator,SUN,Solar,Pacific,Pacific,0,megawatthours
2026-01-21,NYIS,New York Independent System Operator,WAT,Hydro,Arizona,Arizona,69460,megawatthours
2026-01-21,NYIS,New York Independent System Operator,WAT,Hydro,Central,Central,70110,megawatthours
2026-01-21,NYIS,New York Independent System Operator,WAT,Hydro,Eastern,Eastern,70627,megawatthours
2026-01-21,NYIS,New York Independent System Operator,WAT,Hydro,Mountain,Mountain,69460,megawatthours
2026-01-21,NYIS,New York Independent System Operator,WAT,Hydro,Pacific,Pacific,68780,megawatthours
2026-01-21,NYIS,New York Independent System Operator,WND,Wind,Arizona,Arizona,42096,megawatthours
2026-01-21,NYIS,New York Independent System Operator,WND,Wind,Central,Central,41944,megawatthours
2026-01-21,NYIS,New York Independent System Operator,WND,Wind,Eastern,Eastern,41752,megawatthours
2026-01-21,NYIS,New York Independent System Operator,WND,Wind,Mountain,Mountain,42096,megawatthours
2026-01-21,NYIS,New York Independent System Operator,WND,Wind,Pacific,Pacific,42369,megawatthours
2026-01-21,PJM,"PJM Interconnection, LLC",COL,Coal,Arizona,Arizona,616113,megawatthours
2026-01-21,PJM,"PJM Interconnection, LLC",COL,Coal,Central,Central,623282,megawatthours
2026-01-21,PJM,"PJM Interconnection, LLC",COL,Coal,Eastern,Eastern,629383,megawatthours
2026-01-21,PJM,"PJM Interconnection, LLC",COL,Coal,Mountain,Mountain,616113,megawatthours
2026-01-21,PJM,"PJM Interconnection, LLC",COL,Coal,Pacific,Pacific,608063,megawatthours
2026-01-21,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Arizona,Arizona,1130612,megawatthours
2026-01-21,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Central,Central,1139795,megawatthours
2026-01-21,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Eastern,Eastern,1148637,megawatthours
2026-01-21,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Mountain,Mountain,1130612,megawatthours
2026-01-21,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Pacific,Pacific,1121045,megawatthours
2026-01-21,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Arizona,Arizona,795088,megawatthours
2026-01-21,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Central,Central,794335,megawatthours
